book,lex,sp,vs,vt,ctyp,cnode,ptyp,gloss,speaker,ttype,clausespeaker,clausettype
Esther6:9,ו,conj,,,InfA,505710,CP,and,persian,discourse,persian,discourse
Esther6:9,נתן,verb,qal,infa,,,VP,give,persian,discourse,,
Esther6:9,ה,art,,,,,NP,the,persian,discourse,,
Esther6:9,לבושׁ,subs,,,,,,clothing,persian,discourse,,
Esther6:9,ו,conj,,,,,,and,persian,discourse,,
Esther6:9,ה,art,,,,,,the,persian,discourse,,
Esther6:9,סוס,subs,,,,,,horse,persian,discourse,,
Esther6:9,על,prep,,,,,PP,upon,persian,discourse,,
Esther6:9,יד,subs,,,,,,hand,persian,discourse,,
Esther6:9,אישׁ,subs,,,,,,man,persian,discourse,,
Esther6:9,מן,prep,,,,,,from,persian,discourse,,
Esther6:9,שׂר,subs,,,,,,chief,persian,discourse,,
Esther6:9,ה,art,,,,,,the,persian,discourse,,
Esther6:9,מלך,subs,,,,,,king,persian,discourse,,
Esther6:9,ה,art,,,,,,the,persian,discourse,,
Esther6:9,פרתמים,subs,,,,,,nobles,persian,discourse,,
Esther6:9,ו,conj,,,WQt0,505711,CP,and,persian,discourse,persian,discourse
Esther6:9,לבשׁ,verb,hif,perf,,,VP,clothe,persian,discourse,,
Esther6:9,את,prep,,,,,PP,<object marker>,persian,discourse,,
Esther6:9,ה,art,,,,,,the,persian,discourse,,
Esther6:9,אישׁ,subs,,,,,,man,persian,discourse,,
Esther6:9,אשׁר,conj,,,XQtl,505712,CP,<relative>,persian,discourse,persian,discourse
Esther6:9,ה,art,,,,,NP,the,persian,discourse,,
Esther6:9,מלך,subs,,,,,,king,persian,discourse,,
Esther6:9,חפץ,verb,qal,perf,,,VP,desire,persian,discourse,,
Esther6:9,ב,prep,,,,,PP,in,persian,discourse,,
Esther6:9,יקר,subs,,,,,,preciousness,persian,discourse,,
Esther6:9,ו,conj,,,WQt0,505713,CP,and,persian,discourse,persian,discourse
Esther6:9,רכב,verb,hif,perf,,,VP,ride,persian,discourse,,
Esther6:9,על,prep,,,,,PP,upon,persian,discourse,,
Esther6:9,ה,art,,,,,,the,persian,discourse,,
Esther6:9,סוס,subs,,,,,,horse,persian,discourse,,
Esther6:9,ב,prep,,,,,PP,in,persian,discourse,,
Esther6:9,רחב,subs,,,,,,open place,persian,discourse,,
Esther6:9,ה,art,,,,,,the,persian,discourse,,
Esther6:9,עיר,subs,,,,,,town,persian,discourse,,
Esther6:9,ו,conj,,,WQt0,505714,CP,and,persian,discourse,persian,discourse
Esther6:9,קרא,verb,qal,perf,,,VP,call,persian,discourse,,
Esther6:9,ל,prep,,,,,PP,to,persian,discourse,,
Esther6:9,פנה,subs,,,,,,face,persian,discourse,,
Esther6:9,ככה,advb,,,xYq0,505715,AdvP,thus,persian,discourse,persian,discourse
Esther6:9,עשׂה,verb,nif,impf,,,VP,make,persian,discourse,,
Esther6:9,ל,prep,,,,,PP,to,persian,discourse,,
Esther6:9,ה,art,,,,,,the,persian,discourse,,
Esther6:9,אישׁ,subs,,,,,,man,persian,discourse,,
Esther6:9,אשׁר,conj,,,XQtl,505716,CP,<relative>,persian,discourse,persian,discourse
Esther6:9,ה,art,,,,,NP,the,persian,discourse,,
Esther6:9,מלך,subs,,,,,,king,persian,discourse,,
Esther6:9,חפץ,verb,qal,perf,,,VP,desire,persian,discourse,,
Esther6:9,ב,prep,,,,,PP,in,persian,discourse,,
Esther6:9,יקר,subs,,,,,,preciousness,persian,discourse,,
Esther6:10,מהר,verb,piel,impv,ZIm0,505718,VP,hasten,persian,discourse,persian,discourse
Esther6:10,לקח,verb,qal,impv,ZIm0,505719,VP,take,persian,discourse,persian,discourse
Esther6:10,את,prep,,,,,PP,<object marker>,persian,discourse,,
Esther6:10,ה,art,,,,,,the,persian,discourse,,
Esther6:10,לבושׁ,subs,,,,,,clothing,persian,discourse,,
Esther6:10,ו,conj,,,,,,and,persian,discourse,,
Esther6:10,את,prep,,,,,,<object marker>,persian,discourse,,
Esther6:10,ה,art,,,,,,the,persian,discourse,,
Esther6:10,סוס,subs,,,,,,horse,persian,discourse,,
Esther6:10,כ,prep,,,xQt0,505720,CP,as,persian,discourse,persian,discourse
Esther6:10,אשׁר,conj,,,,,,<relative>,persian,discourse,,
Esther6:10,דבר,verb,piel,perf,,,VP,speak,persian,discourse,,
Esther6:10,ו,conj,,,WIm0,505721,CP,and,persian,discourse,persian,discourse
Esther6:10,עשׂה,verb,qal,impv,,,VP,make,persian,discourse,,
Esther6:10,כן,advb,,,,,AdvP,thus,persian,discourse,,
Esther6:10,ל,prep,,,,,PP,to,persian,discourse,,
Esther6:10,מרדכי,nmpr,,,,,,Mordecai,persian,discourse,,
Esther6:10,ה,art,,,,,,the,persian,discourse,,
Esther6:10,יהודי,adjv,,,,,,Jewish,persian,discourse,,
Esther6:10,ה,art,,,Ptcp,505722,CP,the,persian,discourse,persian,discourse
Esther6:10,ישׁב,verb,qal,ptca,,,VP,sit,persian,discourse,,
Esther6:10,ב,prep,,,,,PP,in,persian,discourse,,
Esther6:10,שׁער,subs,,,,,,gate,persian,discourse,,
Esther6:10,ה,art,,,,,,the,persian,discourse,,
Esther6:10,מלך,subs,,,,,,king,persian,discourse,,
Esther6:10,אל,nega,,,xYq0,505723,NegP,not,persian,discourse,persian,discourse
Esther6:10,נפל,verb,hif,impf,,,VP,fall,persian,discourse,,
Esther6:10,דבר,subs,,,,,NP,word,persian,discourse,,
Esther6:10,מן,prep,,,,,PP,from,persian,discourse,,
Esther6:10,כל,subs,,,,,,whole,persian,discourse,,
Esther6:10,אשׁר,conj,,,xQt0,505724,CP,<relative>,persian,discourse,persian,discourse
Esther6:10,דבר,verb,piel,perf,,,VP,speak,persian,discourse,,
Esther6:11,ככה,advb,,,xYq0,505729,AdvP,thus,persian,discourse,persian,discourse
Esther6:11,עשׂה,verb,nif,impf,,,VP,make,persian,discourse,,
Esther6:11,ל,prep,,,,,PP,to,persian,discourse,,
Esther6:11,ה,art,,,,,,the,persian,discourse,,
Esther6:11,אישׁ,subs,,,,,,man,persian,discourse,,
Esther6:11,אשׁר,conj,,,XQtl,505730,CP,<relative>,persian,discourse,persian,discourse
Esther6:11,ה,art,,,,,NP,the,persian,discourse,,
Esther6:11,מלך,subs,,,,,,king,persian,discourse,,
Esther6:11,חפץ,verb,qal,perf,,,VP,desire,persian,discourse,,
Esther6:11,ב,prep,,,,,PP,in,persian,discourse,,
Esther6:11,יקר,subs,,,,,,preciousness,persian,discourse,,
Esther6:13,אם,conj,,,NmCl,505736,CP,if,persian,discourse,persian,discourse
Esther6:13,מן,prep,,,,,PP,from,persian,discourse,,
Esther6:13,זרע,subs,,,,,,seed,persian,discourse,,
Esther6:13,ה,art,,,,,,the,persian,discourse,,
Esther6:13,יהודי,adjv,,,,,,Jewish,persian,discourse,,
Esther6:13,מרדכי,nmpr,,,,,PrNP,Mordecai,persian,discourse,,
Esther6:13,אשׁר,conj,,,xQt0,505737,CP,<relative>,persian,discourse,persian,discourse
Esther6:13,חלל,verb,hif,perf,,,VP,defile,persian,discourse,,
Esther6:13,ל,prep,,,InfC,505738,VP,to,persian,discourse,persian,discourse
Esther6:13,נפל,verb,qal,infc,,,,fall,persian,discourse,,
Esther6:13,ל,prep,,,,,PP,to,persian,discourse,,
Esther6:13,פנה,subs,,,,,,face,persian,discourse,,
Esther6:13,לא,nega,,,xYq0,505739,NegP,not,persian,discourse,persian,discourse
Esther6:13,יכל,verb,qal,impf,,,VP,be able,persian,discourse,,
Esther6:13,ל,prep,,,,,PP,to,persian,discourse,,
Esther6:13,כי,conj,,,xYq0,505740,CP,that,persian,discourse,persian,discourse
Esther6:13,נפל,verb,qal,infa,,,AdvP,fall,persian,discourse,,
Esther6:13,נפל,verb,qal,impf,,,VP,fall,persian,discourse,,
Esther6:13,ל,prep,,,,,PP,to,persian,discourse,,
Esther6:13,פנה,subs,,,,,,face,persian,discourse,,
Esther7:2,מה,prin,,,NmCl,505749,IPrP,what,persian,discourse,persian,discourse
Esther7:2,שׁאלה,subs,,,,,NP,request,persian,discourse,,
Esther7:2,אסתר,nmpr,,,Voct,505750,PrNP,Esther,persian,discourse,persian,discourse
Esther7:2,ה,art,,,,,,the,persian,discourse,,
Esther7:2,מלכה,subs,,,,,,queen,persian,discourse,,
Esther7:2,ו,conj,,,WYq0,505751,CP,and,persian,discourse,persian,discourse
Esther7:2,נתן,verb,nif,impf,,,VP,give,persian,discourse,,
Esther7:2,ל,prep,,,,,PP,to,persian,discourse,,
Esther7:2,ו,conj,,,NmCl,505752,CP,and,persian,discourse,persian,discourse
Esther7:2,מה,prin,,,,,IPrP,what,persian,discourse,,
Esther7:2,בקשׁה,subs,,,,,NP,request,persian,discourse,,
Esther7:2,עד,prep,,,NmCl,505753,PP,unto,persian,discourse,persian,discourse
Esther7:2,חצי,subs,,,,,,half,persian,discourse,,
Esther7:2,ה,art,,,,,,the,persian,discourse,,
Esther7:2,מלכות,subs,,,,,,kingship,persian,discourse,,
Esther7:2,ו,conj,,,WYq0,505754,CP,and,persian,discourse,persian,discourse
Esther7:2,עשׂה,verb,nif,impf,,,VP,make,persian,discourse,,
Esther7:3,אם,conj,,,xQt0,505757,CP,if,jew,discourse,jew,discourse
Esther7:3,מצא,verb,qal,perf,,,VP,find,jew,discourse,,
Esther7:3,חן,subs,,,,,NP,grace,jew,discourse,,
Esther7:3,ב,prep,,,,,PP,in,jew,discourse,,
Esther7:3,עין,subs,,,,,,eye,jew,discourse,,
Esther7:3,ה,art,,,Voct,505758,NP,the,jew,discourse,jew,discourse
Esther7:3,מלך,subs,,,,,,king,jew,discourse,,
Esther7:3,ו,conj,,,AjCl,505759,CP,and,jew,discourse,jew,discourse
Esther7:3,אם,conj,,,,,CP,if,jew,discourse,,
Esther7:3,על,prep,,,,,PP,upon,jew,discourse,,
Esther7:3,ה,art,,,,,,the,jew,discourse,,
Esther7:3,מלך,subs,,,,,,king,jew,discourse,,
Esther7:3,טוב,adjv,,,,,AdjP,good,jew,discourse,,
Esther7:3,נתן,verb,nif,impf,ZYqX,505760,VP,give,jew,discourse,jew,discourse
Esther7:3,ל,prep,,,,,PP,to,jew,discourse,,
Esther7:3,נפשׁ,subs,,,,,NP,soul,jew,discourse,,
Esther7:3,ב,prep,,,,,PP,in,jew,discourse,,
Esther7:3,שׁאלה,subs,,,,,,request,jew,discourse,,
Esther7:3,ו,conj,,,Ellp,505761,CP,and,jew,discourse,jew,discourse
Esther7:3,עם,subs,,,,,NP,people,jew,discourse,,
Esther7:3,ב,prep,,,,,PP,in,jew,discourse,,
Esther7:3,בקשׁה,subs,,,,,,request,jew,discourse,,
Esther7:4,כי,conj,,,xQtX,505762,CP,that,jew,discourse,jew,discourse
Esther7:4,מכר,verb,nif,perf,,,VP,sell,jew,discourse,,
Esther7:4,אני,prps,,,,,PPrP,i,jew,discourse,,
Esther7:4,ו,conj,,,,,,and,jew,discourse,,
Esther7:4,עם,subs,,,,,,people,jew,discourse,,
Esther7:4,ל,prep,,,InfC,505763,VP,to,jew,discourse,jew,discourse
Esther7:4,שׁמד,verb,hif,infc,,,,destroy,jew,discourse,,
Esther7:4,ל,prep,,,InfC,505764,VP,to,jew,discourse,jew,discourse
Esther7:4,הרג,verb,qal,infc,,,,kill,jew,discourse,,
Esther7:4,ו,conj,,,InfC,505765,CP,and,jew,discourse,jew,discourse
Esther7:4,ל,prep,,,,,VP,to,jew,discourse,,
Esther7:4,אבד,verb,piel,infc,,,,perish,jew,discourse,,
Esther7:4,ו,conj,,,WxQ0,505766,CP,and,jew,discourse,jew,discourse
Esther7:4,אלו,conj,,,xQt0,505767,CP,if,jew,discourse,jew,discourse
Esther7:4,ל,prep,,,,,PP,to,jew,discourse,,
Esther7:4,עבד,subs,,,,,,servant,jew,discourse,,
Esther7:4,ו,conj,,,,,,and,jew,discourse,,
Esther7:4,ל,prep,,,,,,to,jew,discourse,,
Esther7:4,שׁפחה,subs,,,,,,maidservant,jew,discourse,,
Esther7:4,מכר,verb,nif,perf,,,VP,sell,jew,discourse,,
Esther7:4,חרשׁ,verb,hif,perf,WxQ0,505766,VP,be deaf,jew,discourse,jew,discourse
Esther7:4,כי,conj,,,Ptcp,505768,CP,that,jew,discourse,jew,discourse
Esther7:4,אין,subs,,,,,NegP,<NEG>,jew,discourse,,
Esther7:4,ה,art,,,,,NP,the,jew,discourse,,
Esther7:4,צר,subs,,,,,,adversary,jew,discourse,,
Esther7:4,שׁוה,verb,qal,ptca,,,VP,be like,jew,discourse,,
Esther7:4,ב,prep,,,,,PP,in,jew,discourse,,
Esther7:4,נזק,subs,,,,,,damage,jew,discourse,,
Esther7:4,ה,art,,,,,,the,jew,discourse,,
Esther7:4,מלך,subs,,,,,,king,jew,discourse,,
Esther7:5,מי,prin,,,NmCl,505771,IPrP,who,persian,discourse,persian,discourse
Esther7:5,הוא,prps,,,,,PPrP,he,persian,discourse,,
Esther7:5,זה,prde,,,,,DPrP,this,persian,discourse,,
Esther7:5,אשׁר,conj,,,xQtX,505773,CP,<relative>,persian,discourse,persian,discourse
Esther7:5,מלא,verb,qal,perf,,,VP,be full,persian,discourse,,
Esther7:5,לב,subs,,,,,NP,heart,persian,discourse,,
Esther7:5,ל,prep,,,InfC,505774,VP,to,persian,discourse,persian,discourse
Esther7:5,עשׂה,verb,qal,infc,,,,make,persian,discourse,,
Esther7:5,כן,advb,,,,,AdvP,thus,persian,discourse,,
Esther7:5,ו,conj,,,NmCl,505772,CP,and,persian,discourse,persian,discourse
Esther7:5,אי,inrg,,,,,InrP,where,persian,discourse,,
Esther7:5,זה,prde,,,,,,this,persian,discourse,,
Esther7:5,הוא,prps,,,,,PPrP,he,persian,discourse,,
Esther7:6,אישׁ,subs,,,NmCl,505776,NP,man,persian,discourse,persian,discourse
Esther7:6,צר,subs,,,,,,adversary,persian,discourse,,
Esther7:6,ו,conj,,,,,,and,persian,discourse,,
Esther7:6,איב,verb,qal,ptca,,,,be hostile,persian,discourse,,
Esther7:6,המן,nmpr,,,NmCl,505777,PrNP,Haman,persian,discourse,persian,discourse
Esther7:6,ה,art,,,,,,the,persian,discourse,,
Esther7:6,רע,adjv,,,,,,evil,persian,discourse,,
Esther7:6,ה,art,,,,,,the,persian,discourse,,
Esther7:6,זה,prde,,,,,,this,persian,discourse,,
Esther7:8,ה,inrg,,,InfC,505788,InrP,<interrogative>,persian,discourse,persian,discourse
Esther7:8,גם,advb,,,,,AdvP,even,persian,discourse,,
Esther7:8,ל,prep,,,,,VP,to,persian,discourse,,
Esther7:8,כבשׁ,verb,qal,infc,,,,subdue,persian,discourse,,
Esther7:8,את,prep,,,,,PP,<object marker>,persian,discourse,,
Esther7:8,ה,art,,,,,,the,persian,discourse,,
Esther7:8,מלכה,subs,,,,,,queen,persian,discourse,,
Esther7:8,עם,prep,,,,,PP,with,persian,discourse,,
Esther7:8,ב,prep,,,,,PP,in,persian,discourse,,
Esther7:8,ה,art,,,,,,the,persian,discourse,,
Esther7:8,בית,subs,,,,,,house,persian,discourse,,
Esther7:9,גם,advb,,,Ptcp,505792,AdvP,even,persian,discourse,persian,discourse
Esther7:9,הנה,intj,,,,,InjP,behold,persian,discourse,,
Esther7:9,ה,art,,,,,NP,the,persian,discourse,,
Esther7:9,עץ,subs,,,,,,tree,persian,discourse,,
Esther7:9,אשׁר,conj,,,xQtX,505793,CP,<relative>,persian,discourse,persian,discourse
Esther7:9,עשׂה,verb,qal,perf,,,VP,make,persian,discourse,,
Esther7:9,המן,nmpr,,,,,PrNP,Haman,persian,discourse,,
Esther7:9,ל,prep,,,,,PP,to,persian,discourse,,
Esther7:9,מרדכי,nmpr,,,,,,Mordecai,persian,discourse,,
Esther7:9,אשׁר,conj,,,xQt0,505794,CP,<relative>,persian,discourse,persian,discourse
Esther7:9,דבר,verb,piel,perf,,,VP,speak,persian,discourse,,
Esther7:9,טוב,adjv,,,,,NP,good,persian,discourse,,
Esther7:9,על,prep,,,,,PP,upon,persian,discourse,,
Esther7:9,ה,art,,,,,,the,persian,discourse,,
Esther7:9,מלך,subs,,,,,,king,persian,discourse,,
Esther7:9,עמד,verb,qal,ptca,Ptcp,505792,VP,stand,persian,discourse,persian,discourse
Esther7:9,ב,prep,,,,,PP,in,persian,discourse,,
Esther7:9,בית,subs,,,,,,house,persian,discourse,,
Esther7:9,המן,nmpr,,,,,,Haman,persian,discourse,,
Esther7:9,גבה,adjv,,,AjCl,505795,AdjP,high,persian,discourse,persian,discourse
Esther7:9,חמשׁ,subs,,,,,NP,five,persian,discourse,,
Esther7:9,אמה,subs,,,,,,cubit,persian,discourse,,
Esther7:9,תלה,verb,qal,impv,ZIm0,505797,VP,hang,persian,discourse,persian,discourse
Esther7:9,על,prep,,,,,PP,upon,persian,discourse,,
Esther8:5,אם,conj,,,AjCl,505820,CP,if,jew,discourse,jew,discourse
Esther8:5,על,prep,,,,,PP,upon,jew,discourse,,
Esther8:5,ה,art,,,,,,the,jew,discourse,,
Esther8:5,מלך,subs,,,,,,king,jew,discourse,,
Esther8:5,טוב,adjv,,,,,AdjP,good,jew,discourse,,
Esther8:5,ו,conj,,,WxQ0,505821,CP,and,jew,discourse,jew,discourse
Esther8:5,אם,conj,,,,,CP,if,jew,discourse,,
Esther8:5,מצא,verb,qal,perf,,,VP,find,jew,discourse,,
Esther8:5,חן,subs,,,,,NP,grace,jew,discourse,,
Esther8:5,ל,prep,,,,,PP,to,jew,discourse,,
Esther8:5,פנה,subs,,,,,,face,jew,discourse,,
Esther8:5,ו,conj,,,WQtX,505822,CP,and,jew,discourse,jew,discourse
Esther8:5,כשׁר,verb,qal,perf,,,VP,succeed,jew,discourse,,
Esther8:5,ה,art,,,,,NP,the,jew,discourse,,
Esther8:5,דבר,subs,,,,,,word,jew,discourse,,
Esther8:5,ל,prep,,,,,PP,to,jew,discourse,,
Esther8:5,פנה,subs,,,,,,face,jew,discourse,,
Esther8:5,ה,art,,,,,,the,jew,discourse,,
Esther8:5,מלך,subs,,,,,,king,jew,discourse,,
Esther8:5,ו,conj,,,AjCl,505823,CP,and,jew,discourse,jew,discourse
Esther8:5,טוב,adjv,,,,,AdjP,good,jew,discourse,,
Esther8:5,אני,prps,,,,,PPrP,i,jew,discourse,,
Esther8:5,ב,prep,,,,,PP,in,jew,discourse,,
Esther8:5,עין,subs,,,,,,eye,jew,discourse,,
Esther8:5,כתב,verb,nif,impf,ZYq0,505824,VP,write,jew,discourse,jew,discourse
Esther8:5,ל,prep,,,InfC,505825,VP,to,jew,discourse,jew,discourse
Esther8:5,שׁוב,verb,hif,infc,,,,return,jew,discourse,,
Esther8:5,את,prep,,,,,PP,<object marker>,jew,discourse,,
Esther8:5,ה,art,,,,,,the,jew,discourse,,
Esther8:5,ספר,subs,,,,,,letter,jew,discourse,,
Esther8:5,מחשׁבת,subs,,,,,,plan,jew,discourse,,
Esther8:5,המן,nmpr,,,,,,Haman,jew,discourse,,
Esther8:5,בן,subs,,,,,,son,jew,discourse,,
Esther8:5,המדתא,nmpr,,,,,,Hammedatha,jew,discourse,,
Esther8:5,ה,art,,,,,,the,jew,discourse,,
Esther8:5,אגגי,adjv,,,,,,Agagite,jew,discourse,,
Esther8:5,אשׁר,conj,,,xQt0,505826,CP,<relative>,jew,discourse,jew,discourse
Esther8:5,כתב,verb,qal,perf,,,VP,write,jew,discourse,,
Esther8:5,ל,prep,,,InfC,505827,VP,to,jew,discourse,jew,discourse
Esther8:5,אבד,verb,piel,infc,,,,perish,jew,discourse,,
Esther8:5,את,prep,,,,,PP,<object marker>,jew,discourse,,
Esther8:5,ה,art,,,,,,the,jew,discourse,,
Esther8:5,יהודי,adjv,,,,,,Jewish,jew,discourse,,
Esther8:5,אשׁר,conj,,,NmCl,505828,CP,<relative>,jew,discourse,jew,discourse
Esther8:5,ב,prep,,,,,PP,in,jew,discourse,,
Esther8:5,כל,subs,,,,,,whole,jew,discourse,,
Esther8:5,מדינה,subs,,,,,,district,jew,discourse,,
Esther8:5,ה,art,,,,,,the,jew,discourse,,
Esther8:5,מלך,subs,,,,,,king,jew,discourse,,
Esther8:6,כי,conj,,,xYq0,505829,CP,that,jew,discourse,jew,discourse
Esther8:6,איככה,inrg,,,,,InrP,how,jew,discourse,,
Esther8:6,יכל,verb,qal,impf,,,VP,be able,jew,discourse,,
Esther8:6,ו,conj,,,WQt0,505830,CP,and,jew,discourse,jew,discourse
Esther8:6,ראה,verb,qal,perf,,,VP,see,jew,discourse,,
Esther8:6,ב,prep,,,,,PP,in,jew,discourse,,
Esther8:6,ה,art,,,,,,the,jew,discourse,,
Esther8:6,רעה,subs,,,,,,evil,jew,discourse,,
Esther8:6,אשׁר,conj,,,xYq0,505831,CP,<relative>,jew,discourse,jew,discourse
Esther8:6,מצא,verb,qal,impf,,,VP,find,jew,discourse,,
Esther8:6,את,prep,,,,,PP,<object marker>,jew,discourse,,
Esther8:6,עם,subs,,,,,,people,jew,discourse,,
Esther8:6,ו,conj,,,WxY0,505832,CP,and,jew,discourse,jew,discourse
Esther8:6,איככה,inrg,,,,,InrP,how,jew,discourse,,
Esther8:6,יכל,verb,qal,impf,,,VP,be able,jew,discourse,,
Esther8:6,ו,conj,,,WQt0,505833,CP,and,jew,discourse,jew,discourse
Esther8:6,ראה,verb,qal,perf,,,VP,see,jew,discourse,,
Esther8:6,ב,prep,,,,,PP,in,jew,discourse,,
Esther8:6,אבדן,subs,,,,,,destruction,jew,discourse,,
Esther8:6,מולדת,subs,,,,,,offspring,jew,discourse,,
Esther8:7,הנה,intj,,,xQt0,505835,InjP,behold,persian,discourse,persian,discourse
Esther8:7,בית,subs,,,,,NP,house,persian,discourse,,
Esther8:7,המן,nmpr,,,,,,Haman,persian,discourse,,
Esther8:7,נתן,verb,qal,perf,,,VP,give,persian,discourse,,
Esther8:7,ל,prep,,,,,PP,to,persian,discourse,,
Esther8:7,אסתר,nmpr,,,,,,Esther,persian,discourse,,
Esther8:7,ו,conj,,,WxQ0,505836,CP,and,persian,discourse,persian,discourse
Esther8:7,את,prep,,,,,PP,<object marker>,persian,discourse,,
Esther8:7,תלה,verb,qal,perf,,,VP,hang,persian,discourse,,
Esther8:7,על,prep,,,,,PP,upon,persian,discourse,,
Esther8:7,ה,art,,,,,,the,persian,discourse,,
Esther8:7,עץ,subs,,,,,,tree,persian,discourse,,
Esther8:7,על,prep,,,xQt0,505837,CP,upon,persian,discourse,persian,discourse
Esther8:7,אשׁר,conj,,,,,,<relative>,persian,discourse,,
Esther8:7,שׁלח,verb,qal,perf,,,VP,send,persian,discourse,,
Esther8:7,יד,subs,,,,,NP,hand,persian,discourse,,
Esther8:7,ב,prep,,,,,PP,in,persian,discourse,,
Esther8:7,ה,art,,,,,,the,persian,discourse,,
Esther8:7,יהודי,adjv,,,,,,Jewish,persian,discourse,,
Esther8:8,ו,conj,,,WXIm,505838,CP,and,persian,discourse,persian,discourse
Esther8:8,אתם,prps,,,,,PPrP,you,persian,discourse,,
Esther8:8,כתב,verb,qal,impv,,,VP,write,persian,discourse,,
Esther8:8,על,prep,,,,,PP,upon,persian,discourse,,
Esther8:8,ה,art,,,,,,the,persian,discourse,,
Esther8:8,יהודי,adjv,,,,,,Jewish,persian,discourse,,
Esther8:8,כ,prep,,,,,PP,as,persian,discourse,,
Esther8:8,ה,art,,,,,,the,persian,discourse,,
Esther8:8,טוב,adjv,,,,,,good,persian,discourse,,
Esther8:8,ב,prep,,,,,,in,persian,discourse,,
Esther8:8,עין,subs,,,,,,eye,persian,discourse,,
Esther8:8,ב,prep,,,,,PP,in,persian,discourse,,
Esther8:8,שׁם,subs,,,,,,name,persian,discourse,,
Esther8:8,ה,art,,,,,,the,persian,discourse,,
Esther8:8,מלך,subs,,,,,,king,persian,discourse,,
Esther8:8,ו,conj,,,WIm0,505839,CP,and,persian,discourse,persian,discourse
Esther8:8,חתם,verb,qal,impv,,,VP,seal,persian,discourse,,
Esther8:8,ב,prep,,,,,PP,in,persian,discourse,,
Esther8:8,טבעת,subs,,,,,,sealing ring,persian,discourse,,
Esther8:8,ה,art,,,,,,the,persian,discourse,,
Esther8:8,מלך,subs,,,,,,king,persian,discourse,,
Esther8:8,כי,conj,,,NmCl,505840,CP,that,persian,discourse,persian,discourse
Esther8:8,כתב,subs,,,,,NP,writing,persian,discourse,,
Esther8:8,אשׁר,conj,,,Ptcp,505841,CP,<relative>,persian,discourse,persian,discourse
Esther8:8,כתב,verb,nif,ptca,,,VP,write,persian,discourse,,
Esther8:8,ב,prep,,,,,PP,in,persian,discourse,,
Esther8:8,שׁם,subs,,,,,,name,persian,discourse,,
Esther8:8,ה,art,,,,,,the,persian,discourse,,
Esther8:8,מלך,subs,,,,,,king,persian,discourse,,
Esther8:8,ו,conj,,,InfA,505842,CP,and,persian,discourse,persian,discourse
Esther8:8,חתם,verb,nif,infa,,,VP,seal,persian,discourse,,
Esther8:8,ב,prep,,,,,PP,in,persian,discourse,,
Esther8:8,טבעת,subs,,,,,,sealing ring,persian,discourse,,
Esther8:8,ה,art,,,,,,the,persian,discourse,,
Esther8:8,מלך,subs,,,,,,king,persian,discourse,,
Esther8:8,אין,subs,,,NmCl,505840,NegP,<NEG>,persian,discourse,persian,discourse
Esther8:8,ל,prep,,,InfC,505843,VP,to,persian,discourse,persian,discourse
Esther8:8,שׁוב,verb,hif,infc,,,,return,persian,discourse,,
Esther9:12,ב,prep,,,xQtX,505913,PP,in,persian,discourse,persian,discourse
Esther9:12,שׁושׁן,nmpr,,,,,,Susa,persian,discourse,,
Esther9:12,ה,art,,,,,,the,persian,discourse,,
Esther9:12,בירה,subs,,,,,,citadel,persian,discourse,,
Esther9:12,הרג,verb,qal,perf,,,VP,kill,persian,discourse,,
Esther9:12,ה,art,,,,,NP,the,persian,discourse,,
Esther9:12,יהודי,adjv,,,,,,Jewish,persian,discourse,,
Esther9:12,ו,conj,,,InfA,505914,CP,and,persian,discourse,persian,discourse
Esther9:12,אבד,verb,piel,infa,,,VP,perish,persian,discourse,,
Esther9:12,חמשׁ,subs,,,,,NP,five,persian,discourse,,
Esther9:12,מאה,subs,,,,,,hundred,persian,discourse,,
Esther9:12,אישׁ,subs,,,,,,man,persian,discourse,,
Esther9:12,ו,conj,,,Ellp,505915,CP,and,persian,discourse,persian,discourse
Esther9:12,את,prep,,,,,PP,<object marker>,persian,discourse,,
Esther9:12,עשׂרה,subs,,,,,,ten,persian,discourse,,
Esther9:12,בן,subs,,,,,,son,persian,discourse,,
Esther9:12,המן,nmpr,,,,,,Haman,persian,discourse,,
Esther9:12,ב,prep,,,XPos,505916,PP,in,persian,discourse,persian,discourse
Esther9:12,שׁאר,subs,,,,,,rest,persian,discourse,,
Esther9:12,מדינה,subs,,,,,,district,persian,discourse,,
Esther9:12,ה,art,,,,,,the,persian,discourse,,
Esther9:12,מלך,subs,,,,,,king,persian,discourse,,
Esther9:12,מה,prin,,,xQt0,505917,IPrP,what,persian,discourse,persian,discourse
Esther9:12,עשׂה,verb,qal,perf,,,VP,make,persian,discourse,,
Esther9:12,ו,conj,,,NmCl,505918,CP,and,persian,discourse,persian,discourse
Esther9:12,מה,prin,,,,,IPrP,what,persian,discourse,,
Esther9:12,שׁאלה,subs,,,,,NP,request,persian,discourse,,
Esther9:12,ו,conj,,,WYq0,505919,CP,and,persian,discourse,persian,discourse
Esther9:12,נתן,verb,nif,impf,,,VP,give,persian,discourse,,
Esther9:12,ל,prep,,,,,PP,to,persian,discourse,,
Esther9:12,ו,conj,,,NmCl,505920,CP,and,persian,discourse,persian,discourse
Esther9:12,מה,prin,,,,,IPrP,what,persian,discourse,,
Esther9:12,בקשׁה,subs,,,,,NP,request,persian,discourse,,
Esther9:12,עוד,subs,,,,,AdvP,duration,persian,discourse,,
