book,lex,sp,vs,vt,ctyp,ptyp,gloss
2_Kings,אישׁ,subs,,,NmCl,NP,man
2_Kings,בעל,subs,,,,,"lord, baal"
2_Kings,שׂער,subs,,,,,hair
2_Kings,ו,conj,,,Ptcp,CP,and
2_Kings,אזור,subs,,,,NP,loin-cloth
2_Kings,עור,subs,,,,,skin
2_Kings,אזר,verb,qal,ptcp,,VP,put on
2_Kings,ב,prep,,,,PP,in
2_Kings,מתנים,subs,,,,,hips
2_Kings,ו,conj,,,Way0,CP,and
2_Kings,אמר,verb,qal,wayq,,VP,say
2_Kings,אליה,nmpr,,,NmCl,PrNP,Elijah
2_Kings,ה,art,,,,,the
2_Kings,תשׁבי,adjv,,,,,Tishbite
2_Kings,הוא,prps,,,,PPrP,he
2_Kings,ו,conj,,,Way0,CP,and
2_Kings,שׁלח,verb,qal,wayq,,VP,send
2_Kings,אל,prep,,,,PP,to
2_Kings,שׂר,subs,,,,NP,chief
2_Kings,חמשׁ,subs,,,,,five
2_Kings,ו,conj,,,,,and
2_Kings,חמשׁ,subs,,,,,five
2_Kings,ו,conj,,,Way0,CP,and
2_Kings,עלה,verb,qal,wayq,,VP,ascend
2_Kings,אל,prep,,,,PP,to
2_Kings,ו,conj,,,Ptcp,CP,and
2_Kings,הנה,intj,,,,InjP,behold
2_Kings,ישׁב,verb,qal,ptca,,VP,sit
2_Kings,על,prep,,,,PP,upon
2_Kings,ראשׁ,subs,,,,,head
2_Kings,ה,art,,,,,the
2_Kings,הר,subs,,,,,mountain
2_Kings,ו,conj,,,Way0,CP,and
2_Kings,דבר,verb,piel,wayq,,VP,speak
2_Kings,אל,prep,,,,PP,to
2_Kings,אישׁ,subs,,,Voct,NP,man
2_Kings,ה,art,,,,,the
2_Kings,אלהים,subs,,,,,god(s)
2_Kings,ה,art,,,XQtl,NP,the
2_Kings,מלך,subs,,,,,king
2_Kings,דבר,verb,piel,perf,,VP,speak
2_Kings,ירד,verb,qal,impv,ZIm0,VP,descend
2_Kings,ו,conj,,,WayX,CP,and
2_Kings,ענה,verb,qal,wayq,,VP,answer
2_Kings,אליהו,nmpr,,,,PrNP,Elijah
2_Kings,ו,conj,,,Way0,CP,and
2_Kings,דבר,verb,piel,wayq,,VP,speak
2_Kings,אל,prep,,,,PP,to
2_Kings,שׂר,subs,,,,,chief
2_Kings,ה,art,,,,,the
2_Kings,חמשׁ,subs,,,,,five
2_Kings,ו,conj,,,NmCl,CP,and
2_Kings,אם,conj,,,,CP,if
2_Kings,אישׁ,subs,,,,NP,man
2_Kings,אלהים,subs,,,,,god(s)
2_Kings,אני,prps,,,,PPrP,i
2_Kings,ירד,verb,qal,impf,ZYqX,VP,descend
2_Kings,אשׁ,subs,,,,NP,fire
2_Kings,מן,prep,,,,PP,from
2_Kings,ה,art,,,,,the
2_Kings,שׁמים,subs,,,,,heavens
2_Kings,ו,conj,,,WYq0,CP,and
2_Kings,אכל,verb,qal,impf,,VP,eat
2_Kings,את,prep,,,,PP,<object marker>
2_Kings,ו,conj,,,,,and
2_Kings,את,prep,,,,,<object marker>
2_Kings,חמשׁ,subs,,,,,five
2_Kings,ו,conj,,,WayX,CP,and
2_Kings,ירד,verb,qal,wayq,,VP,descend
2_Kings,אשׁ,subs,,,,NP,fire
2_Kings,מן,prep,,,,PP,from
2_Kings,ה,art,,,,,the
2_Kings,שׁמים,subs,,,,,heavens
2_Kings,ו,conj,,,Way0,CP,and
2_Kings,אכל,verb,qal,wayq,,VP,eat
2_Kings,את,prep,,,,PP,<object marker>
2_Kings,ו,conj,,,,,and
2_Kings,את,prep,,,,,<object marker>
2_Kings,חמשׁ,subs,,,,,five
2_Kings,ו,conj,,,Way0,CP,and
2_Kings,שׁוב,verb,qal,wayq,,VP,return
2_Kings,ו,conj,,,Way0,CP,and
2_Kings,שׁלח,verb,qal,wayq,,VP,send
2_Kings,אל,prep,,,,PP,to
2_Kings,שׂר,subs,,,,NP,chief
2_Kings,חמשׁ,subs,,,,,five
2_Kings,אחר,adjv,,,,,other
2_Kings,ו,conj,,,,,and
2_Kings,חמשׁ,subs,,,,,five
2_Kings,ו,conj,,,Way0,CP,and
2_Kings,ענה,verb,qal,wayq,,VP,answer
2_Kings,ו,conj,,,Way0,CP,and
2_Kings,דבר,verb,piel,wayq,,VP,speak
2_Kings,אל,prep,,,,PP,to
2_Kings,אישׁ,subs,,,Voct,NP,man
2_Kings,ה,art,,,,,the
2_Kings,אלהים,subs,,,,,god(s)
2_Kings,כה,advb,,,xQtX,AdvP,thus
2_Kings,אמר,verb,qal,perf,,VP,say
2_Kings,ה,art,,,,NP,the
2_Kings,מלך,subs,,,,,king
2_Kings,מהרה,subs,,,xIm0,AdvP,haste
2_Kings,ירד,verb,qal,impv,,VP,descend
2_Kings,ו,conj,,,WayX,CP,and
2_Kings,ענה,verb,qal,wayq,,VP,answer
2_Kings,אליה,nmpr,,,,PrNP,Elijah
2_Kings,ו,conj,,,Way0,CP,and
2_Kings,דבר,verb,piel,wayq,,VP,speak
2_Kings,אל,prep,,,,PP,to
2_Kings,אם,conj,,,NmCl,CP,if
2_Kings,אישׁ,subs,,,,NP,man
2_Kings,ה,art,,,,,the
2_Kings,אלהים,subs,,,,,god(s)
2_Kings,אני,prps,,,,PPrP,i
2_Kings,ירד,verb,qal,impf,ZYqX,VP,descend
2_Kings,אשׁ,subs,,,,NP,fire
2_Kings,מן,prep,,,,PP,from
2_Kings,ה,art,,,,,the
2_Kings,שׁמים,subs,,,,,heavens
2_Kings,ו,conj,,,WYq0,CP,and
2_Kings,אכל,verb,qal,impf,,VP,eat
2_Kings,את,prep,,,,PP,<object marker>
2_Kings,ו,conj,,,,,and
2_Kings,את,prep,,,,,<object marker>
2_Kings,חמשׁ,subs,,,,,five
2_Kings,ו,conj,,,WayX,CP,and
2_Kings,ירד,verb,qal,wayq,,VP,descend
2_Kings,אשׁ,subs,,,,NP,fire
2_Kings,אלהים,subs,,,,,god(s)
2_Kings,מן,prep,,,,PP,from
2_Kings,ה,art,,,,,the
2_Kings,שׁמים,subs,,,,,heavens
2_Kings,ו,conj,,,Way0,CP,and
2_Kings,אכל,verb,qal,wayq,,VP,eat
2_Kings,את,prep,,,,PP,<object marker>
2_Kings,ו,conj,,,,,and
2_Kings,את,prep,,,,,<object marker>
2_Kings,חמשׁ,subs,,,,,five
2_Kings,ו,conj,,,Way0,CP,and
2_Kings,שׁוב,verb,qal,wayq,,VP,return
2_Kings,ו,conj,,,Way0,CP,and
2_Kings,שׁלח,verb,qal,wayq,,VP,send
2_Kings,שׂר,subs,,,,NP,chief
2_Kings,חמשׁ,subs,,,,,five
2_Kings,שׁלישׁי,adjv,,,,,third
2_Kings,ו,conj,,,,,and
2_Kings,חמשׁ,subs,,,,,five
2_Kings,ו,conj,,,Way0,CP,and
2_Kings,עלה,verb,qal,wayq,,VP,ascend
2_Kings,ו,conj,,,WayX,CP,and
2_Kings,בוא,verb,qal,wayq,,VP,come
2_Kings,שׂר,subs,,,,NP,chief
2_Kings,ה,art,,,,,the
2_Kings,חמשׁ,subs,,,,,five
2_Kings,ה,art,,,,,the
2_Kings,שׁלישׁי,adjv,,,,,third
2_Kings,ו,conj,,,Way0,CP,and
2_Kings,כרע,verb,qal,wayq,,VP,kneel
2_Kings,על,prep,,,,PP,upon
2_Kings,ברך,subs,,,,,knee
2_Kings,ל,prep,,,,PP,to
2_Kings,נגד,subs,,,,,counterpart
2_Kings,אליהו,nmpr,,,,,Elijah
2_Kings,ו,conj,,,Way0,CP,and
2_Kings,חנן,verb,hit,wayq,,VP,favour
2_Kings,אל,prep,,,,PP,to
2_Kings,ו,conj,,,Way0,CP,and
2_Kings,דבר,verb,piel,wayq,,VP,speak
2_Kings,אל,prep,,,,PP,to
2_Kings,אישׁ,subs,,,Voct,NP,man
2_Kings,ה,art,,,,,the
2_Kings,אלהים,subs,,,,,god(s)
2_Kings,יקר,verb,qal,impf,ZYqX,VP,be precious
2_Kings,נא,intj,,,,InjP,yeah
2_Kings,נפשׁ,subs,,,,NP,soul
2_Kings,ו,conj,,,,,and
2_Kings,נפשׁ,subs,,,,,soul
2_Kings,עבד,subs,,,,,servant
2_Kings,אלה,prde,,,,,these
2_Kings,חמשׁ,subs,,,,,five
2_Kings,ב,prep,,,,PP,in
2_Kings,עין,subs,,,,,eye
2_Kings,הנה,intj,,,xQtX,InjP,behold
2_Kings,ירד,verb,qal,perf,,VP,descend
2_Kings,אשׁ,subs,,,,NP,fire
2_Kings,מן,prep,,,,PP,from
2_Kings,ה,art,,,,,the
2_Kings,שׁמים,subs,,,,,heavens
2_Kings,ו,conj,,,Way0,CP,and
2_Kings,אכל,verb,qal,wayq,,VP,eat
2_Kings,את,prep,,,,PP,<object marker>
2_Kings,שׁנים,subs,,,,,two
2_Kings,שׂר,subs,,,,,chief
2_Kings,ה,art,,,,,the
2_Kings,חמשׁ,subs,,,,,five
2_Kings,ה,art,,,,,the
2_Kings,ראשׁון,adjv,,,,,first
2_Kings,ו,conj,,,,,and
2_Kings,את,prep,,,,,<object marker>
2_Kings,חמשׁ,subs,,,,,five
2_Kings,ו,conj,,,MSyn,CP,and
2_Kings,עתה,advb,,,,AdvP,now
2_Kings,יקר,verb,qal,impf,ZYqX,VP,be precious
2_Kings,נפשׁ,subs,,,,NP,soul
2_Kings,ב,prep,,,,PP,in
2_Kings,עין,subs,,,,,eye
2_Kings,ו,conj,,,WayX,CP,and
2_Kings,דבר,verb,piel,wayq,,VP,speak
2_Kings,מלאך,subs,,,,NP,messenger
2_Kings,יהוה,nmpr,,,,,YHWH
2_Kings,אל,prep,,,,PP,to
2_Kings,אליהו,nmpr,,,,,Elijah
2_Kings,ירד,verb,qal,impv,ZIm0,VP,descend
2_Kings,את,prep,,,,PP,<object marker>
2_Kings,אל,nega,,,xYq0,NegP,not
2_Kings,ירא,verb,qal,impf,,VP,fear
2_Kings,מן,prep,,,,PP,from
2_Kings,פנה,subs,,,,,face
2_Kings,ו,conj,,,Way0,CP,and
2_Kings,קום,verb,qal,wayq,,VP,arise
2_Kings,ו,conj,,,Way0,CP,and
2_Kings,ירד,verb,qal,wayq,,VP,descend
2_Kings,את,prep,,,,PP,<object marker>
2_Kings,אל,prep,,,,PP,to
2_Kings,ה,art,,,,,the
2_Kings,מלך,subs,,,,,king
2_Kings,ו,conj,,,Way0,CP,and
2_Kings,דבר,verb,piel,wayq,,VP,speak
2_Kings,אל,prep,,,,PP,to
2_Kings,כה,advb,,,xQtX,AdvP,thus
2_Kings,אמר,verb,qal,perf,,VP,say
2_Kings,יהוה,nmpr,,,,PrNP,YHWH
2_Kings,יען,subs,,,CPen,CP,motive
2_Kings,אשׁר,conj,,,,,<relative>
2_Kings,שׁלח,verb,qal,perf,,VP,send
2_Kings,מלאך,subs,,,,NP,messenger
2_Kings,ל,prep,,,InfC,VP,to
2_Kings,דרשׁ,verb,qal,infc,,,inquire
2_Kings,ב,prep,,,,PP,in
2_Kings,בעל,subs,,,,,"lord, baal"
2_Kings,זבוב,subs,,,,,fly
2_Kings,אלהים,subs,,,,,god(s)
2_Kings,עקרון,nmpr,,,,,Ekron
2_Kings,ה,inrg,,,NmCl,InrP,<interrogative>
2_Kings,מן,prep,,,,CP,from
2_Kings,בלי,subs,,,,,destruction
2_Kings,אין,subs,,,,NegP,<NEG>
2_Kings,אלהים,subs,,,,NP,god(s)
2_Kings,ב,prep,,,,PP,in
2_Kings,ישׂראל,nmpr,,,,,Israel
2_Kings,ל,prep,,,InfC,VP,to
2_Kings,דרשׁ,verb,qal,infc,,,inquire
2_Kings,ב,prep,,,,PP,in
2_Kings,דבר,subs,,,,,word
2_Kings,לכן,advb,,,NmCl,AdvP,therefore
2_Kings,ה,art,,,CPen,NP,the
2_Kings,מטה,subs,,,,,couch
2_Kings,אשׁר,conj,,,xQt0,CP,<relative>
2_Kings,עלה,verb,qal,perf,,VP,ascend
2_Kings,שׁם,advb,,,,AdvP,there
2_Kings,לא,nega,,,xYq0,NegP,not
2_Kings,ירד,verb,qal,impf,,VP,descend
2_Kings,מן,prep,,,,PP,from
2_Kings,כי,conj,,,xYq0,CP,that
2_Kings,מות,verb,qal,infa,,AdvP,die
2_Kings,מות,verb,qal,impf,,VP,die
2_Kings,ו,conj,,,Way0,CP,and
2_Kings,מות,verb,qal,wayq,,VP,die
2_Kings,כ,prep,,,,PP,as
2_Kings,דבר,subs,,,,,word
2_Kings,יהוה,nmpr,,,,,YHWH
2_Kings,אשׁר,conj,,,xQtX,CP,<relative>
2_Kings,דבר,verb,piel,perf,,VP,speak
2_Kings,אליהו,nmpr,,,,PrNP,Elijah
2_Kings,ו,conj,,,WayX,CP,and
2_Kings,מלך,verb,qal,wayq,,VP,be king
2_Kings,יהורם,nmpr,,,,PrNP,Jehoram
2_Kings,תחת,subs,,,,PP,under part
2_Kings,ב,prep,,,,PP,in
2_Kings,שׁנה,subs,,,,,year
2_Kings,שׁנים,subs,,,,,two
2_Kings,ל,prep,,,,,to
2_Kings,יהורם,nmpr,,,,,Jehoram
2_Kings,בן,subs,,,,,son
2_Kings,יהושׁפט,nmpr,,,,,Jehoshaphat
2_Kings,מלך,subs,,,,,king
2_Kings,יהודה,nmpr,,,,,Judah
2_Kings,כי,conj,,,xQtX,CP,that
2_Kings,לא,nega,,,,NegP,not
2_Kings,היה,verb,qal,perf,,VP,be
2_Kings,ל,prep,,,,PP,to
2_Kings,בן,subs,,,,NP,son
2_Kings,ו,conj,,,CPen,CP,and
2_Kings,יתר,subs,,,,NP,remainder
2_Kings,דבר,subs,,,,,word
2_Kings,אחזיהו,nmpr,,,,,Ahaziah
2_Kings,אשׁר,conj,,,xQt0,CP,<relative>
2_Kings,עשׂה,verb,qal,perf,,VP,make
2_Kings,ה,inrg,,,Ptcp,InrP,<interrogative>
2_Kings,לא,nega,,,,NegP,not
2_Kings,המה,prps,,,,PPrP,they
2_Kings,כתב,verb,qal,ptcp,,VP,write
2_Kings,על,prep,,,,PP,upon
2_Kings,ספר,subs,,,,,letter
2_Kings,דבר,subs,,,,,word
2_Kings,ה,art,,,,,the
2_Kings,יום,subs,,,,,day
2_Kings,ל,prep,,,,,to
2_Kings,מלך,subs,,,,,king
2_Kings,ישׂראל,nmpr,,,,,Israel
2_Kings,ו,conj,,,Way0,CP,and
2_Kings,היה,verb,qal,wayq,,VP,be
2_Kings,ב,prep,,,InfC,VP,in
2_Kings,עלה,verb,hif,infc,,,ascend
2_Kings,יהוה,nmpr,,,,PrNP,YHWH
2_Kings,את,prep,,,,PP,<object marker>
2_Kings,אליהו,nmpr,,,,,Elijah
2_Kings,ב,prep,,,,PP,in
2_Kings,ה,art,,,,,the
2_Kings,סערה,subs,,,,,storm
2_Kings,ה,art,,,,NP,the
2_Kings,שׁמים,subs,,,,,heavens
2_Kings,ו,conj,,,WayX,CP,and
2_Kings,הלך,verb,qal,wayq,,VP,walk
2_Kings,אליהו,nmpr,,,,PrNP,Elijah
2_Kings,ו,conj,,,,,and
2_Kings,אלישׁע,nmpr,,,,,Elisha
2_Kings,מן,prep,,,,PP,from
2_Kings,ה,art,,,,,the
2_Kings,גלגל,nmpr,,,,,Gilgal
2_Kings,ו,conj,,,WayX,CP,and
2_Kings,אמר,verb,qal,wayq,,VP,say
2_Kings,אליהו,nmpr,,,,PrNP,Elijah
2_Kings,אל,prep,,,,PP,to
2_Kings,אלישׁע,nmpr,,,,,Elisha
2_Kings,ישׁב,verb,qal,impv,ZIm0,VP,sit
2_Kings,נא,intj,,,,InjP,yeah
2_Kings,פה,advb,,,,AdvP,here
2_Kings,כי,conj,,,XQtl,CP,that
2_Kings,יהוה,nmpr,,,,PrNP,YHWH
2_Kings,שׁלח,verb,qal,perf,,VP,send
2_Kings,עד,prep,,,,PP,unto
2_Kings,בית אל,nmpr,,,,,Bethel
2_Kings,ו,conj,,,WayX,CP,and
2_Kings,אמר,verb,qal,wayq,,VP,say
2_Kings,אלישׁע,nmpr,,,,PrNP,Elisha
2_Kings,חי,adjv,,,AjCl,AdjP,alive
2_Kings,יהוה,nmpr,,,,PrNP,YHWH
2_Kings,ו,conj,,,AjCl,CP,and
2_Kings,חי,adjv,,,,AdjP,alive
2_Kings,נפשׁ,subs,,,,NP,soul
2_Kings,אם,conj,,,xYq0,CP,if
2_Kings,עזב,verb,qal,impf,,VP,leave
2_Kings,ו,conj,,,Way0,CP,and
2_Kings,ירד,verb,qal,wayq,,VP,descend
2_Kings,בית אל,nmpr,,,,PrNP,Bethel
2_Kings,ו,conj,,,WayX,CP,and
2_Kings,יצא,verb,qal,wayq,,VP,go out
2_Kings,בן,subs,,,,NP,son
2_Kings,ה,art,,,,,the
2_Kings,נביא,subs,,,,,prophet
2_Kings,אשׁר,conj,,,NmCl,CP,<relative>
2_Kings,בית אל,nmpr,,,,PrNP,Bethel
2_Kings,אל,prep,,,WayX,PP,to
2_Kings,אלישׁע,nmpr,,,,,Elisha
2_Kings,ו,conj,,,Way0,CP,and
2_Kings,אמר,verb,qal,wayq,,VP,say
2_Kings,אל,prep,,,,PP,to
2_Kings,ה,inrg,,,xQt0,InrP,<interrogative>
2_Kings,ידע,verb,qal,perf,,VP,know
2_Kings,כי,conj,,,Ptcp,CP,that
2_Kings,ה,art,,,,NP,the
2_Kings,יום,subs,,,,,day
2_Kings,יהוה,nmpr,,,,PrNP,YHWH
2_Kings,לקח,verb,qal,ptca,,VP,take
2_Kings,את,prep,,,,PP,<object marker>
2_Kings,אדון,subs,,,,,lord
2_Kings,מן,prep,,,,PP,from
2_Kings,על,prep,,,,,upon
2_Kings,ראשׁ,subs,,,,,head
2_Kings,ו,conj,,,Way0,CP,and
2_Kings,אמר,verb,qal,wayq,,VP,say
2_Kings,גם,advb,,,XQtl,PPrP,even
2_Kings,אני,prps,,,,,i
2_Kings,ידע,verb,qal,perf,,VP,know
2_Kings,חשׁה,verb,hif,impv,ZIm0,VP,be silent
2_Kings,ו,conj,,,WayX,CP,and
2_Kings,אמר,verb,qal,wayq,,VP,say
2_Kings,ל,prep,,,,PP,to
2_Kings,אליהו,nmpr,,,,PrNP,Elijah
2_Kings,אלישׁע,nmpr,,,Voct,PrNP,Elisha
2_Kings,ישׁב,verb,qal,impv,ZIm0,VP,sit
2_Kings,נא,intj,,,,InjP,yeah
2_Kings,פה,advb,,,,AdvP,here
2_Kings,כי,conj,,,XQtl,CP,that
2_Kings,יהוה,nmpr,,,,PrNP,YHWH
2_Kings,שׁלח,verb,qal,perf,,VP,send
2_Kings,יריחו,nmpr,,,,PrNP,Jericho
2_Kings,ו,conj,,,Way0,CP,and
2_Kings,אמר,verb,qal,wayq,,VP,say
2_Kings,חי,adjv,,,AjCl,AdjP,alive
2_Kings,יהוה,nmpr,,,,PrNP,YHWH
2_Kings,ו,conj,,,AjCl,CP,and
2_Kings,חי,adjv,,,,AdjP,alive
2_Kings,נפשׁ,subs,,,,NP,soul
2_Kings,אם,conj,,,xYq0,CP,if
2_Kings,עזב,verb,qal,impf,,VP,leave
2_Kings,ו,conj,,,Way0,CP,and
2_Kings,בוא,verb,qal,wayq,,VP,come
2_Kings,יריחו,nmpr,,,,PrNP,Jericho
2_Kings,ו,conj,,,WayX,CP,and
2_Kings,נגשׁ,verb,qal,wayq,,VP,approach
