book,lex,sp,vs,vt,ctyp,ptyp,gloss
2_Samuel,בוא,verb,hif,wayq,,VP,come
2_Samuel,אל,prep,,,,PP,to
2_Samuel,אדון,subs,,,,,lord
2_Samuel,הנה,advb,,,,AdvP,here
2_Samuel,ו,conj,,,WayX,CP,and
2_Samuel,חזק,verb,hif,wayq,,VP,be strong
2_Samuel,דוד,nmpr,,,,PrNP,David
2_Samuel,ב,prep,,,,PP,in
2_Samuel,בגד,subs,,,,,garment
2_Samuel,ו,conj,,,Way0,CP,and
2_Samuel,קרע,verb,qal,wayq,,VP,tear
2_Samuel,ו,conj,,,Ellp,CP,and
2_Samuel,גם,advb,,,,NP,even
2_Samuel,כל,subs,,,,,whole
2_Samuel,ה,art,,,,,the
2_Samuel,אישׁ,subs,,,,,man
2_Samuel,אשׁר,conj,,,NmCl,CP,<relative>
2_Samuel,את,prep,,,,PP,together with
2_Samuel,ו,conj,,,Way0,CP,and
2_Samuel,ספד,verb,qal,wayq,,VP,lament
2_Samuel,ו,conj,,,Way0,CP,and
2_Samuel,בכה,verb,qal,wayq,,VP,weep
2_Samuel,ו,conj,,,Way0,CP,and
2_Samuel,צום,verb,qal,wayq,,VP,fast
2_Samuel,עד,prep,,,,PP,unto
2_Samuel,ה,art,,,,,the
2_Samuel,ערב,subs,,,,,evening
2_Samuel,על,prep,,,,PP,upon
2_Samuel,שׁאול,nmpr,,,,,Saul
2_Samuel,ו,conj,,,,,and
2_Samuel,על,prep,,,,,upon
2_Samuel,יהונתן,nmpr,,,,,Jehonathan
2_Samuel,בן,subs,,,,,son
2_Samuel,ו,conj,,,,,and
2_Samuel,על,prep,,,,,upon
2_Samuel,עם,subs,,,,,people
2_Samuel,יהוה,nmpr,,,,,YHWH
2_Samuel,ו,conj,,,,,and
2_Samuel,על,prep,,,,,upon
2_Samuel,בית,subs,,,,,house
2_Samuel,ישׂראל,nmpr,,,,,Israel
2_Samuel,כי,conj,,,xQt0,CP,that
2_Samuel,נפל,verb,qal,perf,,VP,fall
2_Samuel,ב,prep,,,,PP,in
2_Samuel,ה,art,,,,,the
2_Samuel,חרב,subs,,,,,dagger
2_Samuel,ו,conj,,,WayX,CP,and
2_Samuel,אמר,verb,qal,wayq,,VP,say
2_Samuel,דוד,nmpr,,,,PrNP,David
2_Samuel,אל,prep,,,,PP,to
2_Samuel,ה,art,,,,,the
2_Samuel,נער,subs,,,,,boy
2_Samuel,ה,art,,,Ptcp,CP,the
2_Samuel,נגד,verb,hif,ptca,,VP,report
2_Samuel,ל,prep,,,,PP,to
2_Samuel,אי,inrg,,,NmCl,InrP,where
2_Samuel,מן,prep,,,,,from
2_Samuel,זה,prde,,,,,this
2_Samuel,אתה,prps,,,,PPrP,you
2_Samuel,ו,conj,,,Way0,CP,and
2_Samuel,אמר,verb,qal,wayq,,VP,say
2_Samuel,בן,subs,,,NmCl,NP,son
2_Samuel,אישׁ,subs,,,,,man
2_Samuel,גר,subs,,,,,sojourner
2_Samuel,עמלקי,adjv,,,,,Amalekite
2_Samuel,אנכי,prps,,,,PPrP,i
2_Samuel,ו,conj,,,WayX,CP,and
2_Samuel,אמר,verb,qal,wayq,,VP,say
2_Samuel,אל,prep,,,,PP,to
2_Samuel,דוד,nmpr,,,,PrNP,David
2_Samuel,איך,inrg,,,xQt0,InrP,how
2_Samuel,לא,nega,,,,NegP,not
2_Samuel,ירא,verb,qal,perf,,VP,fear
2_Samuel,ל,prep,,,InfC,VP,to
2_Samuel,שׁלח,verb,qal,infc,,,send
2_Samuel,יד,subs,,,,NP,hand
2_Samuel,ל,prep,,,InfC,VP,to
2_Samuel,שׁחת,verb,piel,infc,,,destroy
2_Samuel,את,prep,,,,PP,<object marker>
2_Samuel,משׁיח,subs,,,,,anointed
2_Samuel,יהוה,nmpr,,,,,YHWH
2_Samuel,ו,conj,,,WayX,CP,and
2_Samuel,קרא,verb,qal,wayq,,VP,call
2_Samuel,דוד,nmpr,,,,PrNP,David
2_Samuel,ל,prep,,,,PP,to
2_Samuel,אחד,subs,,,,,one
2_Samuel,מן,prep,,,,,from
2_Samuel,ה,art,,,,,the
2_Samuel,נער,subs,,,,,boy
2_Samuel,ו,conj,,,Way0,CP,and
2_Samuel,אמר,verb,qal,wayq,,VP,say
2_Samuel,נגשׁ,verb,qal,impv,ZIm0,VP,approach
2_Samuel,פגע,verb,qal,impv,ZIm0,VP,meet
2_Samuel,ב,prep,,,,PP,in
2_Samuel,ו,conj,,,Way0,CP,and
2_Samuel,נכה,verb,hif,wayq,,VP,strike
2_Samuel,ו,conj,,,Way0,CP,and
2_Samuel,מות,verb,qal,wayq,,VP,die
2_Samuel,ו,conj,,,WayX,CP,and
2_Samuel,אמר,verb,qal,wayq,,VP,say
2_Samuel,אל,prep,,,,PP,to
2_Samuel,דוד,nmpr,,,,PrNP,David
2_Samuel,דם,subs,,,NmCl,NP,blood
2_Samuel,על,prep,,,,PP,upon
2_Samuel,ראשׁ,subs,,,,,head
2_Samuel,כי,conj,,,XQtl,CP,that
2_Samuel,פה,subs,,,,NP,mouth
2_Samuel,ענה,verb,qal,perf,,VP,answer
2_Samuel,ב,prep,,,,PP,in
2_Samuel,ל,prep,,,InfC,VP,to
2_Samuel,אמר,verb,qal,infc,,,say
2_Samuel,אנכי,prps,,,XQtl,PPrP,i
2_Samuel,מות,verb,piel,perf,,VP,die
2_Samuel,את,prep,,,,PP,<object marker>
2_Samuel,משׁיח,subs,,,,,anointed
2_Samuel,יהוה,nmpr,,,,,YHWH
2_Samuel,ו,conj,,,WayX,CP,and
2_Samuel,קין,verb,piel,wayq,,VP,chant elegy
2_Samuel,דוד,nmpr,,,,PrNP,David
2_Samuel,את,prep,,,,PP,<object marker>
2_Samuel,ה,art,,,,,the
2_Samuel,קינה,subs,,,,,elegy
2_Samuel,ה,art,,,,,the
2_Samuel,זאת,prde,,,,,this
2_Samuel,על,prep,,,,PP,upon
2_Samuel,שׁאול,nmpr,,,,,Saul
2_Samuel,ו,conj,,,,,and
2_Samuel,על,prep,,,,,upon
2_Samuel,יהונתן,nmpr,,,,,Jehonathan
2_Samuel,בן,subs,,,,,son
2_Samuel,ו,conj,,,Way0,CP,and
2_Samuel,אמר,verb,qal,wayq,,VP,say
2_Samuel,ל,prep,,,InfC,VP,to
2_Samuel,למד,verb,piel,infc,,,learn
2_Samuel,בן,subs,,,,NP,son
2_Samuel,יהודה,nmpr,,,,,Judah
2_Samuel,קשׁת,subs,,,,NP,bow
2_Samuel,הנה,intj,,,Ptcp,InjP,behold
2_Samuel,כתב,verb,qal,ptcp,,VP,write
2_Samuel,על,prep,,,,PP,upon
2_Samuel,ספר,subs,,,,,letter
2_Samuel,ה,art,,,,,the
2_Samuel,ישׁר,adjv,,,,,right
2_Samuel,ה,art,,,AjCl,NP,the
2_Samuel,צבי,subs,,,,,beauty
2_Samuel,ישׂראל,nmpr,,,Voct,PrNP,Israel
2_Samuel,על,prep,,,AjCl,PP,upon
2_Samuel,במה,subs,,,,,high place
2_Samuel,חלל,adjv,,,,AdjP,pierced
2_Samuel,איך,inrg,,,xQtX,InrP,how
2_Samuel,נפל,verb,qal,perf,,VP,fall
2_Samuel,גבור,subs,,,,NP,vigorous
2_Samuel,אל,nega,,,xYq0,NegP,not
2_Samuel,נגד,verb,hif,impf,,VP,report
2_Samuel,ב,prep,,,,PP,in
2_Samuel,גת,nmpr,,,,,Gath
2_Samuel,אל,nega,,,xYq0,NegP,not
2_Samuel,בשׂר,verb,piel,impf,,VP,announce
2_Samuel,ב,prep,,,,PP,in
2_Samuel,חוץ,subs,,,,,outside
2_Samuel,אשׁקלון,nmpr,,,,,Ashkelon
2_Samuel,פן,conj,,,xYqX,CP,lest
2_Samuel,שׂמח,verb,qal,impf,,VP,rejoice
2_Samuel,בת,subs,,,,NP,daughter
2_Samuel,פלשׁתי,adjv,,,,,Philistine
2_Samuel,פן,conj,,,xYqX,CP,lest
2_Samuel,עלז,verb,qal,impf,,VP,rejoice
2_Samuel,בת,subs,,,,NP,daughter
2_Samuel,ה,art,,,,,the
2_Samuel,ערל,adjv,,,,,uncircumcised
2_Samuel,הר,subs,,,Voct,NP,mountain
2_Samuel,ב,prep,,,,,in
2_Samuel,ה,art,,,,,the
2_Samuel,גלבע,nmpr,,,,,Gilboa
2_Samuel,אל,nega,,,Ellp,NegP,not
2_Samuel,טל,subs,,,,NP,dew
2_Samuel,ו,conj,,,NmCl,CP,and
2_Samuel,אל,nega,,,,NegP,not
2_Samuel,מטר,subs,,,,NP,rain
2_Samuel,על,prep,,,,PP,upon
2_Samuel,ו,conj,,,Ellp,CP,and
2_Samuel,שׂדה,subs,,,,NP,open field
2_Samuel,תרומה,subs,,,,,contribution
2_Samuel,כי,conj,,,xQtX,CP,that
2_Samuel,שׁם,advb,,,,AdvP,there
2_Samuel,געל,verb,nif,perf,,VP,abhor
2_Samuel,מגן,subs,,,,NP,shield
2_Samuel,גבור,subs,,,,,vigorous
2_Samuel,מגן,subs,,,NmCl,NP,shield
2_Samuel,שׁאול,nmpr,,,,,Saul
2_Samuel,בלי,subs,,,,PP,destruction
2_Samuel,משׁיח,subs,,,,,anointed
2_Samuel,ב,prep,,,,,in
2_Samuel,ה,art,,,,,the
2_Samuel,שׁמן,subs,,,,,oil
2_Samuel,מן,prep,,,XQtl,PP,from
2_Samuel,דם,subs,,,,,blood
2_Samuel,חלל,adjv,,,,,pierced
2_Samuel,מן,prep,,,,,from
2_Samuel,חלב,subs,,,,,fat
2_Samuel,גבור,subs,,,,,vigorous
2_Samuel,קשׁת,subs,,,,NP,bow
2_Samuel,יהונתן,nmpr,,,,,Jehonathan
2_Samuel,לא,nega,,,,NegP,not
2_Samuel,סוג,verb,nif,perf,,VP,turn
2_Samuel,אחור,subs,,,,NP,back(wards)
2_Samuel,ו,conj,,,WXYq,CP,and
2_Samuel,חרב,subs,,,,NP,dagger
2_Samuel,שׁאול,nmpr,,,,,Saul
2_Samuel,לא,nega,,,,NegP,not
2_Samuel,שׁוב,verb,qal,impf,,VP,return
2_Samuel,ריקם,advb,,,,AdvP,with empty hands
2_Samuel,שׁאול,nmpr,,,CPen,PrNP,Saul
2_Samuel,ו,conj,,,,,and
2_Samuel,יהונתן,nmpr,,,,,Jehonathan
2_Samuel,ה,art,,,,,the
2_Samuel,אהב,verb,nif,ptca,,,love
2_Samuel,ו,conj,,,,,and
2_Samuel,ה,art,,,,,the
2_Samuel,נעים,adjv,,,,,pleasant
2_Samuel,ב,prep,,,xQt0,PP,in
2_Samuel,חיים,subs,,,,,life
2_Samuel,ו,conj,,,,,and
2_Samuel,ב,prep,,,,,in
2_Samuel,מות,subs,,,,,death
2_Samuel,לא,nega,,,,NegP,not
2_Samuel,פרד,verb,nif,perf,,VP,divide
2_Samuel,מן,prep,,,xQt0,PP,from
2_Samuel,נשׁר,subs,,,,,eagle
2_Samuel,קלל,verb,qal,perf,,VP,be slight
2_Samuel,מן,prep,,,xQt0,PP,from
2_Samuel,ארי,subs,,,,,lion
2_Samuel,גבר,verb,qal,perf,,VP,be superior
2_Samuel,בת,subs,,,Voct,NP,daughter
2_Samuel,ישׂראל,nmpr,,,,,Israel
2_Samuel,אל,prep,,,xIm0,PP,to
2_Samuel,שׁאול,nmpr,,,,,Saul
2_Samuel,בכה,verb,qal,impv,,VP,weep
2_Samuel,ה,art,,,Ptcp,CP,the
2_Samuel,לבשׁ,verb,hif,ptca,,VP,clothe
2_Samuel,שׁני,subs,,,,NP,scarlet
2_Samuel,עם,prep,,,,PP,with
2_Samuel,עדן,subs,,,,,delight
2_Samuel,ה,art,,,Ptcp,CP,the
2_Samuel,עלה,verb,hif,ptca,,VP,ascend
2_Samuel,עדי,subs,,,,NP,ornament
2_Samuel,זהב,subs,,,,,gold
2_Samuel,על,prep,,,,PP,upon
2_Samuel,לבושׁ,subs,,,,,clothing
2_Samuel,איך,inrg,,,xQtX,InrP,how
2_Samuel,נפל,verb,qal,perf,,VP,fall
2_Samuel,גבור,subs,,,,NP,vigorous
2_Samuel,ב,prep,,,,PP,in
2_Samuel,תוך,subs,,,,,midst
2_Samuel,ה,art,,,,,the
2_Samuel,מלחמה,subs,,,,,war
2_Samuel,יהונתן,nmpr,,,AjCl,PrNP,Jehonathan
2_Samuel,על,prep,,,,PP,upon
2_Samuel,במה,subs,,,,,high place
2_Samuel,חלל,adjv,,,,AdjP,pierced
2_Samuel,צרר,verb,qal,perf,ZQt0,VP,"wrap, be narrow"
2_Samuel,ל,prep,,,,PP,to
2_Samuel,על,prep,,,,PP,upon
2_Samuel,אח,subs,,,Voct,NP,brother
2_Samuel,יהונתן,nmpr,,,,,Jehonathan
2_Samuel,נעם,verb,qal,perf,ZQt0,VP,be pleasant
2_Samuel,ל,prep,,,,PP,to
2_Samuel,מאד,subs,,,,AdvP,might
2_Samuel,פלא,verb,nif,perf,ZQtX,VP,be miraculous
2_Samuel,אהבה,subs,,,,NP,love
2_Samuel,ל,prep,,,,PP,to
2_Samuel,מן,prep,,,,PP,from
2_Samuel,אהבה,subs,,,,,love
2_Samuel,אשׁה,subs,,,,,woman
2_Samuel,איך,inrg,,,xQtX,InrP,how
2_Samuel,נפל,verb,qal,perf,,VP,fall
2_Samuel,גבור,subs,,,,NP,vigorous
2_Samuel,ו,conj,,,WayX,CP,and
2_Samuel,אבד,verb,qal,wayq,,VP,perish
2_Samuel,כלי,subs,,,,NP,tool
2_Samuel,מלחמה,subs,,,,,war
2_Samuel,ו,conj,,,Way0,CP,and
2_Samuel,היה,verb,qal,wayq,,VP,be
2_Samuel,אחר,subs,,,,PP,after
2_Samuel,כן,advb,,,,,thus
2_Samuel,ו,conj,,,WayX,CP,and
2_Samuel,שׁאל,verb,qal,wayq,,VP,ask
2_Samuel,דוד,nmpr,,,,PrNP,David
2_Samuel,ב,prep,,,,PP,in
2_Samuel,יהוה,nmpr,,,,,YHWH
2_Samuel,ל,prep,,,InfC,VP,to
2_Samuel,אמר,verb,qal,infc,,,say
2_Samuel,ה,inrg,,,xYq0,InrP,<interrogative>
2_Samuel,עלה,verb,qal,impf,,VP,ascend
2_Samuel,ב,prep,,,,PP,in
2_Samuel,אחד,subs,,,,,one
2_Samuel,עיר,subs,,,,,town
2_Samuel,יהודה,nmpr,,,,,Judah
2_Samuel,ו,conj,,,WayX,CP,and
2_Samuel,אמר,verb,qal,wayq,,VP,say
2_Samuel,יהוה,nmpr,,,,PrNP,YHWH
2_Samuel,אל,prep,,,,PP,to
2_Samuel,עלה,verb,qal,impv,ZIm0,VP,ascend
2_Samuel,ו,conj,,,WayX,CP,and
2_Samuel,אמר,verb,qal,wayq,,VP,say
2_Samuel,דוד,nmpr,,,,PrNP,David
2_Samuel,אן,inrg,,,xYq0,InrP,whither
2_Samuel,עלה,verb,qal,impf,,VP,ascend
2_Samuel,ו,conj,,,Way0,CP,and
2_Samuel,אמר,verb,qal,wayq,,VP,say
2_Samuel,חברון,nmpr,,,NmCl,AdvP,Hebron
2_Samuel,ו,conj,,,WayX,CP,and
2_Samuel,עלה,verb,qal,wayq,,VP,ascend
2_Samuel,שׁם,advb,,,,AdvP,there
2_Samuel,דוד,nmpr,,,,PrNP,David
2_Samuel,ו,conj,,,,,and
2_Samuel,גם,advb,,,,,even
2_Samuel,שׁנים,subs,,,,,two
2_Samuel,אשׁה,subs,,,,,woman
2_Samuel,אחינעם,nmpr,,,,,Ahinoam
2_Samuel,ה,art,,,,,the
2_Samuel,יזרעאלי,adjv,,,,,Jezreelite
2_Samuel,ו,conj,,,,,and
2_Samuel,אביגיל,nmpr,,,,,Abigail
2_Samuel,אשׁה,subs,,,,,woman
2_Samuel,נבל,nmpr,,,,,Nabal
2_Samuel,ה,art,,,,,the
2_Samuel,כרמלי,adjv,,,,,Carmelite
2_Samuel,ו,conj,,,WxQX,CP,and
2_Samuel,אישׁ,subs,,,,NP,man
2_Samuel,אשׁר,conj,,,NmCl,CP,<relative>
2_Samuel,עם,prep,,,,PP,with
2_Samuel,עלה,verb,hif,perf,WxQX,VP,ascend
2_Samuel,דוד,nmpr,,,,PrNP,David
2_Samuel,אישׁ,subs,,,Ellp,NP,man
2_Samuel,ו,conj,,,,,and
2_Samuel,בית,subs,,,,,house
