book,lex,sp,vs,vt,ctyp,cnode,ptyp,gloss,speaker,ttype,clausespeaker,clausettype
Esther1:10,ה,art,,,,,,the,author,description,,
Esther1:10,מלך,subs,,,,,,king,author,description,,
Esther1:10,ב,prep,,,,,PP,in,author,description,,
Esther1:10,ה,art,,,,,,the,author,description,,
Esther1:10,יין,subs,,,,,,wine,author,description,,
Esther1:10,אמר,verb,qal,perf,xQt0,505300,VP,say,author,description,author,description
Esther1:10,ל,prep,,,,,PP,to,author,description,,
Esther1:10,מהומן,nmpr,,,,,,Mehuman,author,description,,
Esther1:10,בזתא,nmpr,,,,,,Biztha,author,description,,
Esther1:10,חרבונא,nmpr,,,,,,Harbona,author,description,,
Esther1:10,בגתא,nmpr,,,,,,Bigtha,author,description,,
Esther1:10,ו,conj,,,,,,and,author,description,,
Esther1:10,אבגתא,nmpr,,,,,,Abagtha,author,description,,
Esther1:10,זתר,nmpr,,,,,,Zethar,author,description,,
Esther1:10,ו,conj,,,,,,and,author,description,,
Esther1:10,כרכס,nmpr,,,,,,Carcas,author,description,,
Esther1:10,שׁבע,subs,,,,,,seven,author,description,,
Esther1:10,ה,art,,,,,,the,author,description,,
Esther1:10,סריס,subs,,,,,,official,author,description,,
Esther1:10,ה,art,,,Ptcp,505302,CP,the,author,description,author,description
Esther1:10,שׁרת,verb,piel,ptca,,,VP,serve,author,description,,
Esther1:10,את,prep,,,,,PP,together with,author,description,,
Esther1:10,פנה,subs,,,,,,face,author,description,,
Esther1:10,ה,art,,,,,,the,author,description,,
Esther1:10,מלך,subs,,,,,,king,author,description,,
Esther1:10,אחשׁורושׁ,nmpr,,,,,,Ahasuerus,author,description,,
Esther1:11,ל,prep,,,InfC,505303,VP,to,author,description,author,description
Esther1:11,בוא,verb,hif,infc,,,,come,author,description,,
Esther1:11,את,prep,,,,,PP,<object marker>,author,description,,
Esther1:11,ושׁתי,nmpr,,,,,,Vashti,author,description,,
Esther1:11,ה,art,,,,,,the,author,description,,
Esther1:11,מלכה,subs,,,,,,queen,author,description,,
Esther1:11,ל,prep,,,,,PP,to,author,description,,
Esther1:11,פנה,subs,,,,,,face,author,description,,
Esther1:11,ה,art,,,,,,the,author,description,,
Esther1:11,מלך,subs,,,,,,king,author,description,,
Esther1:11,ב,prep,,,,,PP,in,author,description,,
Esther1:11,כתר,subs,,,,,,headdress,author,description,,
Esther1:11,מלכות,subs,,,,,,kingship,author,description,,
Esther1:11,ל,prep,,,InfC,505304,VP,to,author,description,author,description
Esther1:11,ראה,verb,hif,infc,,,,see,author,description,,
Esther1:11,ה,art,,,,,NP,the,author,description,,
Esther1:11,עם,subs,,,,,,people,author,description,,
Esther1:11,ו,conj,,,,,,and,author,description,,
Esther1:11,ה,art,,,,,,the,author,description,,
Esther1:11,שׂר,subs,,,,,,chief,author,description,,
Esther1:11,את,prep,,,,,PP,<object marker>,author,description,,
Esther1:11,יפי,subs,,,,,,beauty,author,description,,
Esther1:11,כי,conj,,,AjCl,505305,CP,that,author,description,author,description
Esther1:11,טוב,adjv,,,,,AdjP,good,author,description,,
Esther1:11,מראה,subs,,,,,,sight,author,description,,
Esther1:11,היא,prps,,,,,PPrP,she,author,description,,
Esther1:12,ו,conj,,,WayX,505306,CP,and,author,description,author,description
Esther1:12,מאן,verb,piel,wayq,,,VP,refuse,author,description,,
Esther1:12,ה,art,,,,,NP,the,author,description,,
Esther1:12,מלכה,subs,,,,,,queen,author,description,,
Esther1:12,ושׁתי,nmpr,,,,,,Vashti,author,description,,
Esther1:12,ל,prep,,,InfC,505307,VP,to,author,description,author,description
Esther1:12,בוא,verb,qal,infc,,,,come,author,description,,
Esther1:12,ב,prep,,,,,PP,in,author,description,,
Esther1:12,דבר,subs,,,,,,word,author,description,,
Esther1:12,ה,art,,,,,,the,author,description,,
Esther1:12,מלך,subs,,,,,,king,author,description,,
Esther1:12,אשׁר,conj,,,NmCl,505308,CP,<relative>,author,description,author,description
Esther1:12,ב,prep,,,,,PP,in,author,description,,
Esther1:12,יד,subs,,,,,,hand,author,description,,
Esther1:12,ה,art,,,,,,the,author,description,,
Esther1:12,סריס,subs,,,,,,official,author,description,,
Esther1:12,ו,conj,,,WayX,505309,CP,and,author,description,author,description
Esther1:12,קצף,verb,qal,wayq,,,VP,be angry,author,description,,
Esther1:12,ה,art,,,,,NP,the,author,description,,
Esther1:12,מלך,subs,,,,,,king,author,description,,
Esther1:12,מאד,subs,,,,,AdvP,might,author,description,,
Esther1:12,ו,conj,,,WXQt,505310,CP,and,author,description,author,description
Esther1:12,חמה,subs,,,,,NP,heat,author,description,,
Esther1:12,בער,verb,qal,perf,,,VP,burn,author,description,,
Esther1:12,ב,prep,,,,,PP,in,author,description,,
Esther1:13,ו,conj,,,WayX,505311,CP,and,author,description,author,description
Esther1:13,אמר,verb,qal,wayq,,,VP,say,author,description,,
Esther1:13,ה,art,,,,,NP,the,author,description,,
Esther1:13,מלך,subs,,,,,,king,author,description,,
Esther1:13,ל,prep,,,,,PP,to,author,description,,
Esther1:13,ה,art,,,,,,the,author,description,,
Esther1:13,חכם,adjv,,,,,,wise,author,description,,
Esther1:13,ידע,verb,qal,ptca,,,,know,author,description,,
Esther1:13,ה,art,,,,,,the,author,description,,
Esther1:13,עת,subs,,,,,,time,author,description,,
Esther1:13,כי,conj,,,NmCl,505312,CP,that,author,description,author,description
Esther1:13,כן,advb,,,,,AdvP,thus,author,description,,
Esther1:13,דבר,subs,,,,,NP,word,author,description,,
Esther1:13,ה,art,,,,,,the,author,description,,
Esther1:13,מלך,subs,,,,,,king,author,description,,
Esther1:13,ל,prep,,,,,PP,to,author,description,,
Esther1:13,פנה,subs,,,,,,face,author,description,,
Esther1:13,כל,subs,,,,,,whole,author,description,,
Esther1:13,ידע,verb,qal,ptca,,,,know,author,description,,
Esther1:13,דת,subs,,,,,,orders,author,description,,
Esther1:13,ו,conj,,,,,,and,author,description,,
Esther1:13,דין,subs,,,,,,claim,author,description,,
Esther1:14,ו,conj,,,NmCl,505313,CP,and,author,description,author,description
Esther1:14,ה,art,,,AjCl,505314,CP,the,author,description,author,description
Esther1:14,קרוב,adjv,,,,,AdjP,near,author,description,,
Esther1:14,אל,prep,,,,,PP,to,author,description,,
Esther1:14,כרשׁנא,nmpr,,,NmCl,505313,PrNP,Carshena,author,description,author,description
Esther1:14,שׁתר,nmpr,,,,,,Shethar,author,description,,
Esther1:14,אדמתא,nmpr,,,,,,Admatha,author,description,,
Esther1:14,תרשׁישׁ,nmpr,,,,,,Tarshish,author,description,,
Esther1:14,מרס,nmpr,,,,,,Meres,author,description,,
Esther1:14,מרסנא,nmpr,,,,,,Marsena,author,description,,
Esther1:14,ממוכן,nmpr,,,,,,Memucan,author,description,,
Esther1:14,שׁבע,subs,,,,,,seven,author,description,,
Esther1:14,שׂר,subs,,,,,,chief,author,description,,
Esther1:14,פרס,nmpr,,,,,,Persia,author,description,,
Esther1:14,ו,conj,,,,,,and,author,description,,
Esther1:14,מדי,nmpr,,,,,,Media,author,description,,
Esther1:14,ראה,verb,qal,ptca,,,,see,author,description,,
Esther1:14,פנה,subs,,,,,,face,author,description,,
Esther1:14,ה,art,,,,,,the,author,description,,
Esther1:14,מלך,subs,,,,,,king,author,description,,
Esther1:14,ה,art,,,Ptcp,505315,CP,the,author,description,author,description
Esther1:14,ישׁב,verb,qal,ptca,,,VP,sit,author,description,,
Esther1:14,ראשׁון,adjv,,,,,AdvP,first,author,description,,
Esther1:14,ב,prep,,,,,PP,in,author,description,,
Esther1:14,ה,art,,,,,,the,author,description,,
Esther1:14,מלכות,subs,,,,,,kingship,author,description,,
Esther1:16,ו,conj,,,WayX,505319,CP,and,author,description,author,description
Esther1:16,אמר,verb,qal,wayq,,,VP,say,author,description,,
Esther1:16,ממוכן,nmpr,,,,,PrNP,Memucan,author,description,,
Esther1:16,ל,prep,,,,,PP,to,author,description,,
Esther1:16,פנה,subs,,,,,,face,author,description,,
Esther1:16,ה,art,,,,,,the,author,description,,
Esther1:16,מלך,subs,,,,,,king,author,description,,
Esther1:16,ו,conj,,,,,,and,author,description,,
Esther1:16,ה,art,,,,,,the,author,description,,
Esther1:16,שׂר,subs,,,,,,chief,author,description,,
Esther1:21,ו,conj,,,WayX,505343,CP,and,author,description,author,description
Esther1:21,יטב,verb,qal,wayq,,,VP,be good,author,description,,
Esther1:21,ה,art,,,,,NP,the,author,description,,
Esther1:21,דבר,subs,,,,,,word,author,description,,
Esther1:21,ב,prep,,,,,PP,in,author,description,,
Esther1:21,עין,subs,,,,,,eye,author,description,,
Esther1:21,ה,art,,,,,,the,author,description,,
Esther1:21,מלך,subs,,,,,,king,author,description,,
Esther1:21,ו,conj,,,,,,and,author,description,,
Esther1:21,ה,art,,,,,,the,author,description,,
Esther1:21,שׂר,subs,,,,,,chief,author,description,,
Esther1:21,ו,conj,,,WayX,505344,CP,and,author,description,author,description
Esther1:21,עשׂה,verb,qal,wayq,,,VP,make,author,description,,
Esther1:21,ה,art,,,,,NP,the,author,description,,
Esther1:21,מלך,subs,,,,,,king,author,description,,
Esther1:21,כ,prep,,,,,PP,as,author,description,,
Esther1:21,דבר,subs,,,,,,word,author,description,,
Esther1:21,ממוכן,nmpr,,,,,,Memucan,author,description,,
Esther1:22,ו,conj,,,Way0,505345,CP,and,author,description,author,description
Esther1:22,שׁלח,verb,qal,wayq,,,VP,send,author,description,,
Esther1:22,ספר,subs,,,,,NP,letter,author,description,,
Esther1:22,אל,prep,,,,,PP,to,description,,
Esther1:22,כל,subs,,,,,,whole,author,description,,
Esther1:22,מדינה,subs,,,,,,district,author,description,,
Esther1:22,ה,art,,,,,,the,author,description,,
Esther1:22,מלך,subs,,,,,,king,author,description,,
Esther1:22,אל,prep,,,Ellp,505346,PP,to,author,description,author,description
Esther1:22,מדינה,subs,,,,,,district,author,description,,
Esther1:22,ו,conj,,,,,,and,author,description,,
Esther1:22,מדינה,subs,,,,,,district,author,description,,
Esther1:22,כ,prep,,,,,PP,as,author,description,,
Esther1:22,כתב,subs,,,,,,writing,author,description,,
Esther1:22,ו,conj,,,Ellp,505347,CP,and,author,description,author,description
Esther1:22,אל,prep,,,,,PP,to,author,description,,
Esther1:22,עם,subs,,,,,,people,author,description,,
Esther1:22,ו,conj,,,,,,and,author,description,,
Esther1:22,עם,subs,,,,,,people,author,description,,
Esther1:22,כ,prep,,,,,PP,as,author,description,,
Esther1:22,לשׁון,subs,,,,,,tongue,author,description,,
Esther2:1,אחר,subs,,,xQt0,505350,PP,after,author,description,author,description
Esther2:1,ה,art,,,,,,the,author,description,,
Esther2:1,דבר,subs,,,,,,word,author,description,,
Esther2:1,ה,art,,,,,,the,author,description,,
Esther2:1,אלה,prde,,,,,,these,author,description,,
Esther2:1,כ,prep,,,InfC,505351,VP,as,author,description,author,description
Esther2:1,שׁכך,verb,qal,infc,,,,go down,author,description,,
Esther2:1,חמה,subs,,,,,NP,heat,author,description,,
Esther2:1,ה,art,,,,,,the,author,description,,
Esther2:1,מלך,subs,,,,,,king,author,description,,
Esther2:1,אחשׁורושׁ,nmpr,,,,,,Ahasuerus,author,description,,
Esther2:1,זכר,verb,qal,perf,xQt0,505350,VP,remember,author,description,author,description
Esther2:1,את,prep,,,,,PP,<object marker>,author,description,,
Esther2:1,ושׁתי,nmpr,,,,,,Vashti,author,description,,
Esther2:1,ו,conj,,,WxQ0,505352,CP,and,author,description,author,description
Esther2:1,את,prep,,,,,CP,<object marker>,author,description,,
Esther2:1,אשׁר,conj,,,,,,<relative>,author,description,,
Esther2:1,עשׂה,verb,qal,perf,,,VP,make,author,description,,
Esther2:1,ו,conj,,,WxQ0,505353,CP,and,author,description,author,description
Esther2:1,את,prep,,,,,CP,<object marker>,author,description,,
Esther2:1,אשׁר,conj,,,,,,<relative>,author,description,,
Esther2:1,גזר,verb,nif,perf,,,VP,cut,author,description,,
Esther2:1,על,prep,,,,,PP,upon,author,description,,
Esther2:2,ו,conj,,,WayX,505354,CP,and,author,description,author,description
Esther2:2,אמר,verb,qal,wayq,,,VP,say,author,description,,
Esther2:2,נער,subs,,,,,NP,boy,author,description,,
Esther2:2,ה,art,,,,,,the,author,description,,
Esther2:2,מלך,subs,,,,,,king,author,description,,
Esther2:2,שׁרת,verb,piel,ptca,,,,serve,author,description,,
Esther2:4,ו,conj,,,WayX,505361,CP,and,author,description,author,description
Esther2:4,יטב,verb,qal,wayq,,,VP,be good,author,description,,
Esther2:4,ה,art,,,,,NP,the,author,description,,
Esther2:4,דבר,subs,,,,,,word,author,description,,
Esther2:4,ב,prep,,,,,PP,in,author,description,,
Esther2:4,עין,subs,,,,,,eye,author,description,,
Esther2:4,ה,art,,,,,,the,author,description,,
Esther2:4,מלך,subs,,,,,,king,author,description,,
Esther2:4,ו,conj,,,Way0,505362,CP,and,author,description,author,description
Esther2:4,עשׂה,verb,qal,wayq,,,VP,make,author,description,,
Esther2:4,כן,advb,,,,,AdvP,thus,author,description,,
Esther2:5,אישׁ,subs,,,XQtl,505363,NP,man,author,description,author,description
Esther2:5,יהודי,adjv,,,,,,Jewish,author,description,,
Esther2:5,היה,verb,qal,perf,,,VP,be,author,description,,
Esther2:5,ב,prep,,,,,PP,in,author,description,,
Esther2:5,שׁושׁן,nmpr,,,,,,Susa,author,description,,
Esther2:5,ה,art,,,,,,the,author,description,,
Esther2:5,בירה,subs,,,,,,citadel,author,description,,
Esther2:5,ו,conj,,,NmCl,505364,CP,and,author,description,author,description
Esther2:5,שׁם,subs,,,,,NP,name,author,description,,
Esther2:5,מרדכי,nmpr,,,,,PrNP,Mordecai,author,description,,
Esther2:5,בן,subs,,,,,,son,author,description,,
Esther2:5,יאיר,nmpr,,,,,,Jair,author,description,,
Esther2:5,בן,subs,,,,,,son,author,description,,
Esther2:5,שׁמעי,nmpr,,,,,,Shimei,author,description,,
Esther2:5,בן,subs,,,,,,son,author,description,,
Esther2:5,קישׁ,nmpr,,,,,,Kish,author,description,,
Esther2:5,אישׁ,subs,,,NmCl,505365,NP,man,author,description,author,description
Esther2:5,ימיני,adjv,,,,,,Benjaminite,author,description,,
Esther2:6,אשׁר,conj,,,xQt0,505366,CP,<relative>,author,description,author,description
Esther2:6,גלה,verb,hof,perf,,,VP,uncover,author,description,,
Esther2:6,מן,prep,,,,,PP,from,author,description,,
Esther2:6,ירושׁלם,nmpr,,,,,,Jerusalem,author,description,,
Esther2:6,עם,prep,,,,,PP,with,author,description,,
Esther2:6,ה,art,,,,,,the,author,description,,
Esther2:6,גולה,subs,,,,,,exile,author,description,,
Esther2:6,אשׁר,conj,,,xQt0,505367,CP,<relative>,author,description,author,description
Esther2:6,גלה,verb,hof,perf,,,VP,uncover,author,description,,
Esther2:6,עם,prep,,,,,PP,with,author,description,,
Esther2:6,יכניה,nmpr,,,,,,Jehoiachin,author,description,,
Esther2:6,מלך,subs,,,,,,king,author,description,,
Esther2:6,יהודה,nmpr,,,,,,Judah,author,description,,
Esther2:6,אשׁר,conj,,,xQtX,505368,CP,<relative>,author,description,author,description
Esther2:6,גלה,verb,hif,perf,,,VP,uncover,author,description,,
Esther2:6,נבוכדנאצר,nmpr,,,,,PrNP,Nebuchadnezzar,author,description,,
Esther2:6,מלך,subs,,,,,,king,author,description,,
