verse,sentence_node,speakers,type
Esther 1:22,1229059,persian,letter
Esther 3:13,1229153,persian,letter
Esther 3:13,1229154,persian,letter
Esther 6:2,1229255,persian,letter
Esther 8:11,1229371,jew,letter
Esther 8:12,,jew,letter
Esther 9:21,1229431,jew,letter
Esther 9:22,,jew,letter
Esther 9:24,1229433,jew,letter
Esther 9:24,1229434,jew,letter
Esther 9:24,1229435,jew,letter
Esther 9:25,1229436,jew,letter
Esther 9:25,1229437,jew,letter
Esther 9:25,1229438,jew,letter
Esther 9:26,1229439,jew,letter
